global_step,episodic_return,episode,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
13,14.0,1,1738582116,,False,1,faa54_00002,2025-02-03_12-28-36,2.5054163932800293,2.5054163932800293,10176,DESKTOP-7C8NE51,127.0.0.1,2.5054163932800293,1
32,18.0,2,1738582116,,False,2,faa54_00002,2025-02-03_12-28-36,0.0019965171813964844,2.507412910461426,10176,DESKTOP-7C8NE51,127.0.0.1,2.507412910461426,2
91,58.0,3,1738582116,,False,3,faa54_00002,2025-02-03_12-28-36,0.007117033004760742,2.5145299434661865,10176,DESKTOP-7C8NE51,127.0.0.1,2.5145299434661865,3
135,43.0,4,1738582116,,False,4,faa54_00002,2025-02-03_12-28-36,0.005385637283325195,2.5199155807495117,10176,DESKTOP-7C8NE51,127.0.0.1,2.5199155807495117,4
152,16.0,5,1738582116,,False,5,faa54_00002,2025-02-03_12-28-36,0.001195669174194336,2.521111249923706,10176,DESKTOP-7C8NE51,127.0.0.1,2.521111249923706,5
191,38.0,6,1738582116,,False,6,faa54_00002,2025-02-03_12-28-36,0.004698276519775391,2.5258095264434814,10176,DESKTOP-7C8NE51,127.0.0.1,2.5258095264434814,6
204,12.0,7,1738582116,,False,7,faa54_00002,2025-02-03_12-28-36,0.0019931793212890625,2.5278027057647705,10176,DESKTOP-7C8NE51,127.0.0.1,2.5278027057647705,7
243,38.0,8,1738582116,,False,8,faa54_00002,2025-02-03_12-28-36,0.004753828048706055,2.5325565338134766,10176,DESKTOP-7C8NE51,127.0.0.1,2.5325565338134766,8
262,18.0,9,1738582116,,False,9,faa54_00002,2025-02-03_12-28-36,0.0038022994995117188,2.5363588333129883,10176,DESKTOP-7C8NE51,127.0.0.1,2.5363588333129883,9
286,23.0,10,1738582116,,False,10,faa54_00002,2025-02-03_12-28-36,0.003989696502685547,2.540348529815674,10176,DESKTOP-7C8NE51,127.0.0.1,2.540348529815674,10
312,25.0,11,1738582116,,False,11,faa54_00002,2025-02-03_12-28-36,0.002584695816040039,2.542933225631714,10176,DESKTOP-7C8NE51,127.0.0.1,2.542933225631714,11
328,15.0,12,1738582116,,False,12,faa54_00002,2025-02-03_12-28-36,0.0034372806549072266,2.546370506286621,10176,DESKTOP-7C8NE51,127.0.0.1,2.546370506286621,12
340,11.0,13,1738582116,,False,13,faa54_00002,2025-02-03_12-28-36,0.001600503921508789,2.54797101020813,10176,DESKTOP-7C8NE51,127.0.0.1,2.54797101020813,13
365,24.0,14,1738582116,,False,14,faa54_00002,2025-02-03_12-28-36,0.0030879974365234375,2.5510590076446533,10176,DESKTOP-7C8NE51,127.0.0.1,2.5510590076446533,14
424,58.0,15,1738582116,,False,15,faa54_00002,2025-02-03_12-28-36,0.006955623626708984,2.5580146312713623,10176,DESKTOP-7C8NE51,127.0.0.1,2.5580146312713623,15
454,29.0,16,1738582116,,False,16,faa54_00002,2025-02-03_12-28-36,0.004374265670776367,2.5623888969421387,10176,DESKTOP-7C8NE51,127.0.0.1,2.5623888969421387,16
464,9.0,17,1738582116,,False,17,faa54_00002,2025-02-03_12-28-36,0.001994609832763672,2.5643835067749023,10176,DESKTOP-7C8NE51,127.0.0.1,2.5643835067749023,17
474,9.0,18,1738582116,,False,18,faa54_00002,2025-02-03_12-28-36,0.0019979476928710938,2.5663814544677734,10176,DESKTOP-7C8NE51,127.0.0.1,2.5663814544677734,18
488,13.0,19,1738582116,,False,19,faa54_00002,2025-02-03_12-28-36,0.001993417739868164,2.5683748722076416,10176,DESKTOP-7C8NE51,127.0.0.1,2.5683748722076416,19
