global_step,episodic_return,episode,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
15,16.0,1,1738582116,,False,1,faa54_00000,2025-02-03_12-28-36,2.5429799556732178,2.5429799556732178,18900,DESKTOP-7C8NE51,127.0.0.1,2.5429799556732178,1
54,38.0,2,1738582116,,False,2,faa54_00000,2025-02-03_12-28-36,0.004579782485961914,2.5475597381591797,18900,DESKTOP-7C8NE51,127.0.0.1,2.5475597381591797,2
86,31.0,3,1738582116,,False,3,faa54_00000,2025-02-03_12-28-36,0.004217624664306641,2.5517773628234863,18900,DESKTOP-7C8NE51,127.0.0.1,2.5517773628234863,3
111,24.0,4,1738582116,,False,4,faa54_00000,2025-02-03_12-28-36,0.0029921531677246094,2.554769515991211,18900,DESKTOP-7C8NE51,127.0.0.1,2.554769515991211,4
173,61.0,5,1738582116,,False,5,faa54_00000,2025-02-03_12-28-36,0.005983591079711914,2.560753107070923,18900,DESKTOP-7C8NE51,127.0.0.1,2.560753107070923,5
186,12.0,6,1738582116,,False,6,faa54_00000,2025-02-03_12-28-36,0.0009970664978027344,2.5617501735687256,18900,DESKTOP-7C8NE51,127.0.0.1,2.5617501735687256,6
205,18.0,7,1738582116,,False,7,faa54_00000,2025-02-03_12-28-36,0.0016415119171142578,2.56339168548584,18900,DESKTOP-7C8NE51,127.0.0.1,2.56339168548584,7
221,15.0,8,1738582116,,False,8,faa54_00000,2025-02-03_12-28-36,0.0029931068420410156,2.566384792327881,18900,DESKTOP-7C8NE51,127.0.0.1,2.566384792327881,8
243,21.0,9,1738582116,,False,9,faa54_00000,2025-02-03_12-28-36,0.0030117034912109375,2.569396495819092,18900,DESKTOP-7C8NE51,127.0.0.1,2.569396495819092,9
256,12.0,10,1738582116,,False,10,faa54_00000,2025-02-03_12-28-36,0.0024924278259277344,2.5718889236450195,18900,DESKTOP-7C8NE51,127.0.0.1,2.5718889236450195,10
288,31.0,11,1738582116,,False,11,faa54_00000,2025-02-03_12-28-36,0.0064961910247802734,2.5783851146698,18900,DESKTOP-7C8NE51,127.0.0.1,2.5783851146698,11
319,30.0,12,1738582116,,False,12,faa54_00000,2025-02-03_12-28-36,0.0030307769775390625,2.581415891647339,18900,DESKTOP-7C8NE51,127.0.0.1,2.581415891647339,12
351,31.0,13,1738582116,,False,13,faa54_00000,2025-02-03_12-28-36,0.0030851364135742188,2.584501028060913,18900,DESKTOP-7C8NE51,127.0.0.1,2.584501028060913,13
379,27.0,14,1738582116,,False,14,faa54_00000,2025-02-03_12-28-36,0.002991914749145508,2.5874929428100586,18900,DESKTOP-7C8NE51,127.0.0.1,2.5874929428100586,14
398,18.0,15,1738582116,,False,15,faa54_00000,2025-02-03_12-28-36,0.0031244754791259766,2.5906174182891846,18900,DESKTOP-7C8NE51,127.0.0.1,2.5906174182891846,15
416,17.0,16,1738582116,,False,16,faa54_00000,2025-02-03_12-28-36,0.001967906951904297,2.592585325241089,18900,DESKTOP-7C8NE51,127.0.0.1,2.592585325241089,16
435,18.0,17,1738582116,,False,17,faa54_00000,2025-02-03_12-28-36,0.0031468868255615234,2.5957322120666504,18900,DESKTOP-7C8NE51,127.0.0.1,2.5957322120666504,17
451,15.0,18,1738582116,,False,18,faa54_00000,2025-02-03_12-28-36,0.002112150192260742,2.597844362258911,18900,DESKTOP-7C8NE51,127.0.0.1,2.597844362258911,18
484,32.0,19,1738582116,,False,19,faa54_00000,2025-02-03_12-28-36,0.0051043033599853516,2.6029486656188965,18900,DESKTOP-7C8NE51,127.0.0.1,2.6029486656188965,19
518,33.0,20,1738582116,,False,20,faa54_00000,2025-02-03_12-28-36,0.00515437126159668,2.608103036880493,18900,DESKTOP-7C8NE51,127.0.0.1,2.608103036880493,20
537,18.0,21,1738582116,,False,21,faa54_00000,2025-02-03_12-28-36,0.0023398399353027344,2.610442876815796,18900,DESKTOP-7C8NE51,127.0.0.1,2.610442876815796,21
553,15.0,22,1738582116,,False,22,faa54_00000,2025-02-03_12-28-36,0.0016126632690429688,2.612055540084839,18900,DESKTOP-7C8NE51,127.0.0.1,2.612055540084839,22
591,37.0,23,1738582116,,False,23,faa54_00000,2025-02-03_12-28-36,0.004735708236694336,2.616791248321533,18900,DESKTOP-7C8NE51,127.0.0.1,2.616791248321533,23
609,17.0,24,1738582116,,False,24,faa54_00000,2025-02-03_12-28-36,0.003989219665527344,2.6207804679870605,18900,DESKTOP-7C8NE51,127.0.0.1,2.6207804679870605,24
623,13.0,25,1738582116,,False,25,faa54_00000,2025-02-03_12-28-36,0.003382444381713867,2.6241629123687744,18900,DESKTOP-7C8NE51,127.0.0.1,2.6241629123687744,25
638,14.0,26,1738582116,,False,26,faa54_00000,2025-02-03_12-28-36,0.0033693313598632812,2.6275322437286377,18900,DESKTOP-7C8NE51,127.0.0.1,2.6275322437286377,26
